entity_id,entity_name,segment,priority_score,avg_risk_score,avg_quality_score,estimated_impact
PRO022,Product portfolio 22,Growth,98.39,49.9,81.0,858979
PRO023,Product portfolio 23,Growth,94.91,51.1,79.4,792899
PRO011,Product portfolio 11,Strategic,84.84,50.8,80.0,657320
PRO024,Product portfolio 24,Core,84.69,52.3,80.4,644243
PRO016,Product portfolio 16,Strategic,83.96,49.5,81.3,661937
PRO036,Product portfolio 36,Core,83.39,51.7,79.8,627780
PRO029,Product portfolio 29,Growth,82.88,47.5,79.5,655947
PRO019,Product portfolio 19,Growth,81.19,52.4,81.1,597428
PRO026,Product portfolio 26,Watch,81.08,50.6,81.5,612739
PRO017,Product portfolio 17,Growth,81.07,51.7,79.5,594263
PRO009,Product portfolio 9,Growth,79.61,51.8,81.5,582170
PRO030,Product portfolio 30,Strategic,79.34,51.8,80.4,573325
PRO008,Product portfolio 8,Watch,78.81,49.7,79.9,582042
PRO004,Product portfolio 4,Growth,78.45,49.9,80.9,579571
PRO002,Product portfolio 2,Watch,78.06,48.8,81.1,584734
PRO020,Product portfolio 20,Core,77.37,50.5,81.4,562029
PRO007,Product portfolio 7,Core,77.21,51.5,80.6,546753
PRO021,Product portfolio 21,Watch,77.06,50.5,80.2,551704
PRO005,Product portfolio 5,Strategic,76.76,52.1,81.2,538228
PRO032,Product portfolio 32,Growth,76.18,48.9,80.0,551991
PRO027,Product portfolio 27,Core,76.06,48.8,81.6,559027
PRO001,Product portfolio 1,Strategic,75.70,49.1,80.6,546305
PRO006,Product portfolio 6,Strategic,75.57,51.8,80.1,518932
PRO013,Product portfolio 13,Strategic,75.47,49.8,82.0,543356
PRO010,Product portfolio 10,Watch,74.09,52.5,79.2,488893
